id,accumulate_type,petbase_field,field_match_type,petbase_field_param,petbase_need_persent,pool_id,bonus_type,bonus_param,weight,weight_season_badge,is_rare,enabletime,disabletime
102325,,pet_evolution_id,3,140,8000,115001,1,115571,258376,,,,
102328,,pet_evolution_id,3,37,8000,115001,1,115574,258376,,,,
102331,,pet_evolution_id,3,62,8000,115001,1,115582,258376,,,,
102334,,pet_evolution_id,3,45,8000,115001,1,115585,511532,,,,
102337,,pet_evolution_id,3,49,8000,115001,1,115588,511532,,,,
102338,,pet_evolution_id,3,66,8000,115001,1,115591,258376,,,,
102341,,pet_evolution_id,3,134,8000,115001,1,115594,258376,,,,
102344,,pet_evolution_id,3,164,8000,115001,1,115595,258376,,,,
102347,,pet_evolution_id,3,77,8000,115001,1,115596,258376,,,,
102349,,pet_evolution_id,3,191,8000,115001,1,115599,258376,,,,
102352,,pet_evolution_id,3,80,8000,115001,1,115601,258376,,,,
102355,,pet_evolution_id,3,81,8000,115001,1,115603,258376,,,,
102358,,pet_evolution_id,3,149,8000,115001,1,115605,258376,,,,
102361,,pet_evolution_id,3,193,8000,115001,1,115607,258376,,,,
102364,,pet_evolution_id,3,236|237,8000,115001,1,115609,258376,,,,
102367,,pet_evolution_id,3,238|239,8000,115001,1,115612,258376,,,,
102368,,pet_evolution_id,3,197|244,8000,115001,1,115615,258376,,,,
102369,,pet_evolution_id,3,60,8000,115001,1,115617,258376,,,,
102370,,pet_evolution_id,3,14,8000,115001,1,115620,511532,,,,
102371,,pet_evolution_id,3,22,8000,115001,1,115622,258376,,,,
102376,,pet_evolution_id,3,183,8000,115001,1,115625,258376,,,,
102377,,pet_evolution_id,3,11,8000,115001,1,115626,258376,,,,
102380,,pet_evolution_id,3,98,8000,115001,1,115629,258376,,,,
102383,,pet_evolution_id,3,50|206|207|208|209|210|211|212|213,8000,115001,1,115631,258376,,,,
102386,,pet_evolution_id,3,159,8000,115001,1,115634,511532,,,,
102389,,pet_evolution_id,3,56,8000,115001,1,115636,258376,,,,
102391,,pet_evolution_id,3,8,8000,115001,1,115639,258376,,,,
102394,,pet_evolution_id,3,34,8000,115001,1,115640,511532,,,,
102396,,pet_evolution_id,3,200,8000,115001,1,115643,511532,,,,
102398,,pet_evolution_id,3,104,8000,115001,1,115645,258376,,,,
102402,,pet_evolution_id,3,86,8000,115001,1,115647,258376,,,,
102405,,pet_evolution_id,3,130,8000,115001,1,115648,258376,,,,
102408,,pet_evolution_id,3,28,8000,115001,1,115650,258376,,,,
102413,,pet_evolution_id,3,17,8000,115001,1,115652,258376,,,,
102415,,pet_evolution_id,3,15,8000,115001,1,115656,511532,,,,
102417,,pet_evolution_id,3,12,8000,115001,1,115657,258376,,,,
102422,,pet_evolution_id,3,117,8000,115001,1,115657,258376,,,,
102427,,pet_evolution_id,3,115,8000,115001,1,115657,258376,,,,
102430,,pet_evolution_id,3,116,8000,115001,1,115657,258376,,,,
102432,,pet_evolution_id,3,64,8000,115001,1,115669,258376,,,,
102434,,pet_evolution_id,3,181,8000,115001,1,115671,258376,,,,
102437,,pet_evolution_id,3,286,8000,115001,1,115673,511532,,,,
102440,,pet_evolution_id,3,47,8000,115001,1,115675,258376,,,,
102443,,pet_evolution_id,3,168,8000,115001,1,115678,258376,,,,
102841,,pet_evolution_id,3,136,8000,115001,1,115680,258376,,,,
102844,,pet_evolution_id,3,186,8000,115001,1,115683,258376,,,,
102847,,pet_evolution_id,3,188,8000,115001,1,115684,258376,,,,
102849,,pet_evolution_id,3,101,8000,115001,1,115686,511532,,,,
102850,,pet_evolution_id,3,124,8000,115001,1,115688,258376,,,,
102852,,pet_evolution_id,3,51,8000,115001,1,115691,258376,,,,
102854,,pet_evolution_id,3,174,8000,115001,1,115691,258376,,,,
102856,,pet_evolution_id,3,96,8000,115001,1,115697,258376,,,,
102858,,pet_evolution_id,3,31,8000,115001,1,115700,258376,,,,
102861,,pet_evolution_id,3,52,8000,115001,1,115701,258376,,,,
102864,,pet_evolution_id,3,55,8000,115001,1,115704,258376,,,,
102867,,pet_evolution_id,3,54|214|215|216,8000,115001,1,115707,258376,,,,
102870,,pet_evolution_id,3,10,8000,115001,1,115714,258376,,,,
102873,,pet_evolution_id,3,67,8000,115001,1,115715,258376,,,,
102876,,pet_evolution_id,3,223,8000,115001,1,115717,511532,,,,
102879,,pet_evolution_id,3,224,8000,115001,1,115717,511532,,,,
102882,,pet_evolution_id,3,36,8000,115001,1,115723,511532,,,,
102885,,pet_evolution_id,3,29,8000,115001,1,115726,511532,,,,
102888,,pet_evolution_id,3,161,8000,115001,1,115727,258376,,,,
102890,,pet_evolution_id,3,162,8000,115001,1,115727,511532,,,,
102893,,pet_evolution_id,3,73,8000,115001,1,115731,258376,,,,
102896,,pet_evolution_id,3,128,8000,115001,1,115734,258376,,,,
102904,,pet_evolution_id,3,74,8000,115001,1,115737,258376,,,,
102907,,pet_evolution_id,3,163,8000,115001,1,115737,511532,,,,
102910,,pet_evolution_id,3,75,8000,115001,1,115741,258376,,,,
102913,,pet_evolution_id,3,72,8000,115001,1,115744,258376,,,,
102916,,pet_evolution_id,3,103,8000,115001,1,115746,511532,,,,
102917,,pet_evolution_id,3,145,8000,115001,1,115748,258376,,,,
102918,,pet_evolution_id,3,143,8000,115001,1,115750,258376,,,,
102921,,pet_evolution_id,3,180,8000,115001,1,115752,258376,,,,
102923,,pet_evolution_id,3,108,8000,115001,1,115754,258376,,,,
102925,,pet_evolution_id,3,85,8000,115001,1,115757,258376,,,,
102927,,pet_evolution_id,3,131,8000,115001,1,115759,258376,,,,
102929,,pet_evolution_id,3,218|205|118|202|203|204,8000,115001,1,115762,511532,,,,
102931,,pet_evolution_id,3,182,8000,115001,1,115764,511532,,,,
102934,,pet_evolution_id,3,20,8000,115001,1,115765,258376,,,,
102937,,pet_evolution_id,3,19,8000,115001,1,115767,258376,,,,
102939,,pet_evolution_id,3,113,8000,115001,1,115767,511532,,,,
102942,,pet_evolution_id,3,114,8000,115001,1,115767,511532,,,,
102944,,pet_evolution_id,3,40,8000,115001,1,115776,511532,,,,
102947,,pet_evolution_id,3,5,8000,115001,1,115779,258376,,,,
102948,,pet_evolution_id,3,33,8000,115001,1,115781,258376,,,,
102951,,pet_evolution_id,3,9,8000,115001,1,115784,258376,,,,
102953,,pet_evolution_id,3,18,8000,115001,1,115784,258376,,,,
102956,,pet_evolution_id,3,132,8000,115001,1,115786,258376,,,,
102958,,pet_evolution_id,3,219,8000,115001,1,115786,258376,,,,
102961,,pet_evolution_id,3,42,8000,115001,1,115792,258376,,,,
102962,,pet_evolution_id,3,120,8000,115001,1,115795,258376,,,,
102965,,pet_evolution_id,3,43,8000,115001,1,115798,258376,,,,
102967,,pet_evolution_id,3,44,8000,115001,1,115801,258376,,,,
102969,,pet_evolution_id,3,220,8000,115001,1,115801,258376,,,,
102970,,pet_evolution_id,3,23,8000,115001,1,115807,258376,,,,
102972,,pet_evolution_id,3,13,8000,115001,1,115808,258376,,,,
102974,,pet_evolution_id,3,173,8000,115001,1,115808,258376,,,,
102978,,pet_evolution_id,3,133,8000,115001,1,115814,511532,,,,
102979,,pet_evolution_id,3,184,8000,115001,1,115817,511532,,,,
102982,,pet_evolution_id,3,185,8000,115001,1,115819,511532,,,,
102985,,pet_evolution_id,3,302,8000,115001,1,115819,511532,,,,
102988,,pet_evolution_id,3,25,8000,115001,1,115825,258376,,,,
102991,,pet_evolution_id,3,178,8000,115001,1,115825,258376,,,,
102993,,pet_evolution_id,3,123,8000,115001,1,115831,258376,,,,
102995,,pet_evolution_id,3,175,8000,115001,1,115831,258376,,,,
102997,,pet_evolution_id,3,155,8000,115001,1,115837,511532,,,,
103000,,pet_evolution_id,3,156,8000,115001,1,115837,511532,,,,
103002,,pet_evolution_id,3,157,8000,115001,1,115837,511532,,,,
103005,,pet_evolution_id,3,158,8000,115001,1,115837,511532,,,,
103006,,pet_evolution_id,3,65,8000,115001,1,115841,258376,,,,
103008,,pet_evolution_id,3,16,8000,115001,1,115846,258376,,,,
103010,,pet_evolution_id,3,109,8000,115001,1,115846,258376,,,,
103013,,pet_evolution_id,3,110,8000,115001,1,115846,258376,,,,
103016,,pet_evolution_id,3,111,8000,115001,1,115846,258376,,,,
103019,,pet_evolution_id,3,125|233,8000,115001,1,115856,258376,,,,
103022,,pet_evolution_id,3,189,8000,115001,1,115859,258376,,,,
103023,,pet_evolution_id,3,26,8000,115001,1,115861,258376,,,,
103026,,pet_evolution_id,3,7,8000,115001,1,115864,258376,,,,
103029,,pet_evolution_id,3,32,8000,115001,1,115866,258376,,,,
103036,,pet_evolution_id,3,38|201,8000,115001,1,115868,258376,,,,
103037,,pet_evolution_id,3,21,8000,115001,1,115872,258376,,,,
103039,,pet_evolution_id,3,57,8000,115001,1,115875,258376,,,,
103042,,pet_evolution_id,3,27|217,8000,115001,1,115878,258376,,,,
103045,,pet_evolution_id,3,91,8000,115001,1,115883,258376,,,,
103048,,pet_evolution_id,3,83,8000,115001,1,115885,258376,,,,
103049,,pet_evolution_id,3,225|226|227|228,8000,115001,1,115887,258376,,,,
103051,,pet_evolution_id,3,229|230|231|232,8000,115001,1,115887,258376,,,,
103053,,pet_evolution_id,3,59,8000,115001,1,115897,258376,,,,
103056,,pet_evolution_id,3,235,8000,115001,1,115900,258376,,,,
103059,,pet_evolution_id,3,234,8000,115001,1,115900,258376,,,,
103061,,pet_evolution_id,3,92,8000,115001,1,115904,258376,,,,
103063,,pet_evolution_id,3,46,8000,115001,1,115907,511532,,,,
103066,,pet_evolution_id,3,39,8000,115001,1,115910,258376,,,,
103068,,pet_evolution_id,3,30,8000,115001,1,115913,258376,,,,
103070,,pet_evolution_id,3,308|309,8000,115001,1,115915,258376,,,,
103072,,pet_evolution_id,3,311,8000,115001,1,115916,258376,,,,
103074,S1_EVO_3,pet_evolution_id,3,121|242,8000,115001,1,115501,2322,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103076,,pet_evolution_id,3,121|242,8000,115001,1,115503,39,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103079,,pet_evolution_id,3,121|242,8000,115001,1,115504,39,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103081,,pet_evolution_id,3,121|242,8000,115001,1,115506,39,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103084,,pet_evolution_id,3,121|242,8000,115001,1,115508,39,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103086,,pet_evolution_id,3,121|242,8000,115001,1,115510,39,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103087,,pet_evolution_id,3,121|242,8000,115001,1,115512,39,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103089,,pet_evolution_id,3,121|242,8000,115001,1,115515,39,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103092,,pet_evolution_id,3,169,8000,115001,1,115501,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103095,S1_EVO_4,pet_evolution_id,3,169,8000,115001,1,115503,4598,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103098,,pet_evolution_id,3,169,8000,115001,1,115504,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103101,,pet_evolution_id,3,169,8000,115001,1,115506,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103103,,pet_evolution_id,3,169,8000,115001,1,115508,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103106,,pet_evolution_id,3,169,8000,115001,1,115510,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103107,,pet_evolution_id,3,169,8000,115001,1,115512,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103108,,pet_evolution_id,3,169,8000,115001,1,115515,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103111,,pet_evolution_id,3,76,8000,115001,1,115501,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103114,,pet_evolution_id,3,76,8000,115001,1,115503,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103117,S1_EVO_5,pet_evolution_id,3,76,8000,115001,1,115504,4598,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103120,,pet_evolution_id,3,76,8000,115001,1,115506,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103123,,pet_evolution_id,3,76,8000,115001,1,115508,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103126,,pet_evolution_id,3,76,8000,115001,1,115510,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103129,,pet_evolution_id,3,76,8000,115001,1,115512,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103130,,pet_evolution_id,3,76,8000,115001,1,115515,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103133,,pet_evolution_id,3,135,8000,115001,1,115501,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103136,,pet_evolution_id,3,135,8000,115001,1,115503,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103139,,pet_evolution_id,3,135,8000,115001,1,115504,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103141,S1_EVO_6,pet_evolution_id,3,135,8000,115001,1,115506,4598,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103144,,pet_evolution_id,3,135,8000,115001,1,115508,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103147,,pet_evolution_id,3,135,8000,115001,1,115510,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103150,,pet_evolution_id,3,135,8000,115001,1,115512,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103153,,pet_evolution_id,3,135,8000,115001,1,115515,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103156,,pet_evolution_id,3,198,8000,115001,1,115501,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103159,,pet_evolution_id,3,198,8000,115001,1,115503,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103160,,pet_evolution_id,3,198,8000,115001,1,115504,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103161,,pet_evolution_id,3,198,8000,115001,1,115506,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103162,S1_EVO_7,pet_evolution_id,3,198,8000,115001,1,115508,4598,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103163,,pet_evolution_id,3,198,8000,115001,1,115510,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103168,,pet_evolution_id,3,198,8000,115001,1,115512,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103169,,pet_evolution_id,3,198,8000,115001,1,115515,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103172,,pet_evolution_id,3,160,8000,115001,1,115501,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103175,,pet_evolution_id,3,160,8000,115001,1,115503,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103178,,pet_evolution_id,3,160,8000,115001,1,115504,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103181,,pet_evolution_id,3,160,8000,115001,1,115506,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103183,,pet_evolution_id,3,160,8000,115001,1,115508,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103186,S1_EVO_8,pet_evolution_id,3,160,8000,115001,1,115510,4598,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103188,,pet_evolution_id,3,160,8000,115001,1,115512,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103190,,pet_evolution_id,3,160,8000,115001,1,115515,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103194,,pet_evolution_id,3,58,8000,115001,1,115501,39,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103197,,pet_evolution_id,3,58,8000,115001,1,115503,39,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103200,,pet_evolution_id,3,58,8000,115001,1,115504,39,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103205,,pet_evolution_id,3,58,8000,115001,1,115506,39,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103207,,pet_evolution_id,3,58,8000,115001,1,115508,39,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103209,,pet_evolution_id,3,58,8000,115001,1,115510,39,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103214,S1_EVO_9,pet_evolution_id,3,58,8000,115001,1,115512,2322,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103219,,pet_evolution_id,3,58,8000,115001,1,115515,39,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103222,,pet_evolution_id,3,78,8000,115001,1,115501,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103224,,pet_evolution_id,3,78,8000,115001,1,115503,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103226,,pet_evolution_id,3,78,8000,115001,1,115504,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103229,,pet_evolution_id,3,78,8000,115001,1,115506,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103232,,pet_evolution_id,3,78,8000,115001,1,115508,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103235,,pet_evolution_id,3,78,8000,115001,1,115510,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103237,,pet_evolution_id,3,78,8000,115001,1,115512,77,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103238,S1_EVO_10,pet_evolution_id,3,78,8000,115001,1,115515,4598,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103239,,pet_evolution_id,3,61,8000,115001,1,115501,56,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103240,,pet_evolution_id,3,61,8000,115001,1,115503,56,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103241,,pet_evolution_id,3,61,8000,115001,1,115504,56,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103242,,pet_evolution_id,3,61,8000,115001,1,115506,56,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103243,,pet_evolution_id,3,61,8000,115001,1,115508,56,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103244,S1_SKILLDAM_GRASS,pet_evolution_id,3,61,8000,115001,1,115510,726,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103245,,pet_evolution_id,3,61,8000,115001,1,115512,56,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103246,,pet_evolution_id,3,61,8000,115001,1,115515,56,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103247,S1_SKILLDAM_PHANTOM,pet_evolution_id,3,179,8000,115001,1,115501,726,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103248,S1_SKILLDAM_PHANTOM,pet_evolution_id,3,179,8000,115001,1,115503,726,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103249,S1_SKILLDAM_PHANTOM,pet_evolution_id,3,179,8000,115001,1,115504,726,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103250,,pet_evolution_id,3,179,8000,115001,1,115506,56,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103251,,pet_evolution_id,3,179,8000,115001,1,115508,56,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103252,,pet_evolution_id,3,179,8000,115001,1,115510,56,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103253,,pet_evolution_id,3,179,8000,115001,1,115512,56,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103254,,pet_evolution_id,3,179,8000,115001,1,115515,56,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103255,,pet_evolution_id,3,4,8000,115001,1,115501,56,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103256,,pet_evolution_id,3,4,8000,115001,1,115503,56,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103257,,pet_evolution_id,3,4,8000,115001,1,115504,56,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103258,,pet_evolution_id,3,4,8000,115001,1,115506,56,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103259,,pet_evolution_id,3,4,8000,115001,1,115508,56,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103260,S1_SKILLDAM_GRASS,pet_evolution_id,3,4,8000,115001,1,115510,726,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103261,,pet_evolution_id,3,4,8000,115001,1,115512,56,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103262,,pet_evolution_id,3,4,8000,115001,1,115515,56,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103263,,pet_evolution_id,3,194,8000,115001,1,115501,56,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103264,,pet_evolution_id,3,194,8000,115001,1,115503,56,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103265,,pet_evolution_id,3,194,8000,115001,1,115504,56,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103266,,pet_evolution_id,3,194,8000,115001,1,115506,56,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103267,,pet_evolution_id,3,194,8000,115001,1,115508,56,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103268,S1_SKILLDAM_GRASS,pet_evolution_id,3,194,8000,115001,1,115510,726,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103269,,pet_evolution_id,3,194,8000,115001,1,115512,56,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103270,,pet_evolution_id,3,194,8000,115001,1,115515,56,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103271,,pet_evolution_id,3,1,8000,115001,1,115501,48,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103272,,pet_evolution_id,3,1,8000,115001,1,115503,48,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103273,,pet_evolution_id,3,1,8000,115001,1,115504,48,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103274,S1_SKILLDAM_WATER,pet_evolution_id,3,1,8000,115001,1,115506,2177,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103275,,pet_evolution_id,3,1,8000,115001,1,115508,48,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103276,,pet_evolution_id,3,1,8000,115001,1,115510,48,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103277,,pet_evolution_id,3,1,8000,115001,1,115512,48,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103278,,pet_evolution_id,3,1,8000,115001,1,115515,48,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103279,,pet_evolution_id,3,195,8000,115001,1,115501,48,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103280,,pet_evolution_id,3,195,8000,115001,1,115503,48,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103281,,pet_evolution_id,3,195,8000,115001,1,115504,48,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103282,S1_SKILLDAM_WATER,pet_evolution_id,3,195,8000,115001,1,115506,2177,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103283,,pet_evolution_id,3,195,8000,115001,1,115508,48,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103284,,pet_evolution_id,3,195,8000,115001,1,115510,48,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103285,,pet_evolution_id,3,195,8000,115001,1,115512,48,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103286,,pet_evolution_id,3,195,8000,115001,1,115515,48,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103287,,pet_evolution_id,3,2,8000,115001,1,115501,56,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103288,,pet_evolution_id,3,2,8000,115001,1,115503,56,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103289,,pet_evolution_id,3,2,8000,115001,1,115504,56,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103290,,pet_evolution_id,3,2,8000,115001,1,115506,56,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103291,,pet_evolution_id,3,2,8000,115001,1,115508,56,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103292,S1_SKILLDAM_FIRE,pet_evolution_id,3,2,8000,115001,1,115510,726,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103293,S1_SKILLDAM_FIRE,pet_evolution_id,3,2,8000,115001,1,115512,56,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103294,S1_SKILLDAM_FIRE,pet_evolution_id,3,2,8000,115001,1,115515,726,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103295,,pet_evolution_id,3,196,8000,115001,1,115501,56,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103296,,pet_evolution_id,3,196,8000,115001,1,115503,56,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103297,,pet_evolution_id,3,196,8000,115001,1,115504,56,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103298,,pet_evolution_id,3,196,8000,115001,1,115506,56,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
103299,,pet_evolution_id,3,196,8000,115001,1,115508,56,0|0|0|0|0|0,True,2025-09-01 04:00:00,2026-05-21 03:59:59
