池子ID,池子名称,池子总权重,金球总权重,金球总占比%,此池单次闪率%,含保底期望噩梦次数,精灵名,是否异色,权重,在总池中占比%,在金球中占比%
evo_39,火尾瓦特链（evo=39，属性=火）,359826,3272,0.9093,0.9093,55.7,果冻,否,32711,9.0908,
evo_39,火尾瓦特链（evo=39，属性=火）,359826,3272,0.9093,0.9093,55.7,星尘虫,否,32711,9.0908,
evo_39,火尾瓦特链（evo=39，属性=火）,359826,3272,0.9093,0.9093,55.7,柴渣虫,否,7180,1.9954,
evo_39,火尾瓦特链（evo=39，属性=火）,359826,3272,0.9093,0.9093,55.7,贝瑟,否,7180,1.9954,
evo_39,火尾瓦特链（evo=39，属性=火）,359826,3272,0.9093,0.9093,55.7,治愈兔,否,7180,1.9954,
evo_39,火尾瓦特链（evo=39，属性=火）,359826,3272,0.9093,0.9093,55.7,治愈兔,是,809,0.2248,24.72
evo_39,火尾瓦特链（evo=39，属性=火）,359826,3272,0.9093,0.9093,55.7,柴渣虫,是,809,0.2248,24.72
evo_39,火尾瓦特链（evo=39，属性=火）,359826,3272,0.9093,0.9093,55.7,贝瑟,是,809,0.2248,24.72
evo_39,火尾瓦特链（evo=39，属性=火）,359826,3272,0.9093,0.9093,55.7,粉星仔,否,608,0.169,
evo_39,火尾瓦特链（evo=39，属性=火）,359826,3272,0.9093,0.9093,55.7,月牙雪熊,否,608,0.169,
evo_39,火尾瓦特链（evo=39，属性=火）,359826,3272,0.9093,0.9093,55.7,粉粉星,否,608,0.169,
evo_39,火尾瓦特链（evo=39，属性=火）,359826,3272,0.9093,0.9093,55.7,双灯鱼,否,608,0.169,
evo_39,火尾瓦特链（evo=39，属性=火）,359826,3272,0.9093,0.9093,55.7,嗜光嗡嗡,否,608,0.169,
evo_39,火尾瓦特链（evo=39，属性=火）,359826,3272,0.9093,0.9093,55.7,空空颅,否,608,0.169,
evo_39,火尾瓦特链（evo=39，属性=火）,359826,3272,0.9093,0.9093,55.7,大耳帽兜,否,608,0.169,
evo_39,火尾瓦特链（evo=39，属性=火）,359826,3272,0.9093,0.9093,55.7,机械方方,否,608,0.169,
evo_39,火尾瓦特链（evo=39，属性=火）,359826,3272,0.9093,0.9093,55.7,恶魔狼,否,608,0.169,
evo_39,火尾瓦特链（evo=39，属性=火）,359826,3272,0.9093,0.9093,55.7,奇丽草,否,608,0.169,
evo_39,火尾瓦特链（evo=39，属性=火）,359826,3272,0.9093,0.9093,55.7,呼呼猪,否,608,0.169,
evo_39,火尾瓦特链（evo=39，属性=火）,359826,3272,0.9093,0.9093,55.7,拉特,否,608,0.169,
evo_39,火尾瓦特链（evo=39，属性=火）,359826,3272,0.9093,0.9093,55.7,格兰种子,否,608,0.169,
evo_39,火尾瓦特链（evo=39，属性=火）,359826,3272,0.9093,0.9093,55.7,大耳帽兜,是,65,0.0181,1.99
evo_39,火尾瓦特链（evo=39，属性=火）,359826,3272,0.9093,0.9093,55.7,机械方方,是,65,0.0181,1.99
evo_39,火尾瓦特链（evo=39，属性=火）,359826,3272,0.9093,0.9093,55.7,恶魔狼,是,65,0.0181,1.99
evo_39,火尾瓦特链（evo=39，属性=火）,359826,3272,0.9093,0.9093,55.7,奇丽草,是,65,0.0181,1.99
evo_39,火尾瓦特链（evo=39，属性=火）,359826,3272,0.9093,0.9093,55.7,呼呼猪,是,65,0.0181,1.99
evo_39,火尾瓦特链（evo=39，属性=火）,359826,3272,0.9093,0.9093,55.7,拉特,是,65,0.0181,1.99
evo_39,火尾瓦特链（evo=39，属性=火）,359826,3272,0.9093,0.9093,55.7,格兰种子,是,65,0.0181,1.99
evo_39,火尾瓦特链（evo=39，属性=火）,359826,3272,0.9093,0.9093,55.7,粉星仔,是,65,0.0181,1.99
evo_39,火尾瓦特链（evo=39，属性=火）,359826,3272,0.9093,0.9093,55.7,月牙雪熊,是,65,0.0181,1.99
evo_39,火尾瓦特链（evo=39，属性=火）,359826,3272,0.9093,0.9093,55.7,粉粉星,是,65,0.0181,1.99
evo_39,火尾瓦特链（evo=39，属性=火）,359826,3272,0.9093,0.9093,55.7,双灯鱼,是,65,0.0181,1.99
evo_39,火尾瓦特链（evo=39，属性=火）,359826,3272,0.9093,0.9093,55.7,嗜光嗡嗡,是,65,0.0181,1.99
evo_39,火尾瓦特链（evo=39，属性=火）,359826,3272,0.9093,0.9093,55.7,空空颅,是,65,0.0181,1.99
evo_40,呆小路链（evo=40，属性=草|萌）,707925,6441,0.9098,0.9098,55.7,呆小路,否,514844,72.7258,
evo_40,呆小路链（evo=40，属性=草|萌）,707925,6441,0.9098,0.9098,55.7,果冻,否,64355,9.0907,
evo_40,呆小路链（evo=40，属性=草|萌）,707925,6441,0.9098,0.9098,55.7,星尘虫,否,64355,9.0907,
evo_40,呆小路链（evo=40，属性=草|萌）,707925,6441,0.9098,0.9098,55.7,大耳帽兜,否,11288,1.5945,
evo_40,呆小路链（evo=40，属性=草|萌）,707925,6441,0.9098,0.9098,55.7,治愈兔,否,11288,1.5945,
evo_40,呆小路链（evo=40，属性=草|萌）,707925,6441,0.9098,0.9098,55.7,柴渣虫,否,7689,1.0861,
evo_40,呆小路链（evo=40，属性=草|萌）,707925,6441,0.9098,0.9098,55.7,奇丽草,否,7689,1.0861,
evo_40,呆小路链（evo=40，属性=草|萌）,707925,6441,0.9098,0.9098,55.7,格兰种子,否,7689,1.0861,
evo_40,呆小路链（evo=40，属性=草|萌）,707925,6441,0.9098,0.9098,55.7,粉星仔,否,1117,0.1578,
evo_40,呆小路链（evo=40，属性=草|萌）,707925,6441,0.9098,0.9098,55.7,月牙雪熊,否,1117,0.1578,
evo_40,呆小路链（evo=40，属性=草|萌）,707925,6441,0.9098,0.9098,55.7,粉粉星,否,1117,0.1578,
evo_40,呆小路链（evo=40，属性=草|萌）,707925,6441,0.9098,0.9098,55.7,双灯鱼,否,1117,0.1578,
evo_40,呆小路链（evo=40，属性=草|萌）,707925,6441,0.9098,0.9098,55.7,嗜光嗡嗡,否,1117,0.1578,
evo_40,呆小路链（evo=40，属性=草|萌）,707925,6441,0.9098,0.9098,55.7,空空颅,否,1117,0.1578,
evo_40,呆小路链（evo=40，属性=草|萌）,707925,6441,0.9098,0.9098,55.7,贝瑟,否,1117,0.1578,
evo_40,呆小路链（evo=40，属性=草|萌）,707925,6441,0.9098,0.9098,55.7,机械方方,否,1117,0.1578,
evo_40,呆小路链（evo=40，属性=草|萌）,707925,6441,0.9098,0.9098,55.7,恶魔狼,否,1117,0.1578,
evo_40,呆小路链（evo=40，属性=草|萌）,707925,6441,0.9098,0.9098,55.7,呼呼猪,否,1117,0.1578,
evo_40,呆小路链（evo=40，属性=草|萌）,707925,6441,0.9098,0.9098,55.7,拉特,否,1117,0.1578,
evo_40,呆小路链（evo=40，属性=草|萌）,707925,6441,0.9098,0.9098,55.7,大耳帽兜,是,991,0.14,15.39
evo_40,呆小路链（evo=40，属性=草|萌）,707925,6441,0.9098,0.9098,55.7,治愈兔,是,991,0.14,15.39
evo_40,呆小路链（evo=40，属性=草|萌）,707925,6441,0.9098,0.9098,55.7,奇丽草,是,951,0.1343,14.76
evo_40,呆小路链（evo=40，属性=草|萌）,707925,6441,0.9098,0.9098,55.7,格兰种子,是,951,0.1343,14.76
evo_40,呆小路链（evo=40，属性=草|萌）,707925,6441,0.9098,0.9098,55.7,柴渣虫,是,951,0.1343,14.76
evo_40,呆小路链（evo=40，属性=草|萌）,707925,6441,0.9098,0.9098,55.7,机械方方,是,146,0.0206,2.27
evo_40,呆小路链（evo=40，属性=草|萌）,707925,6441,0.9098,0.9098,55.7,恶魔狼,是,146,0.0206,2.27
evo_40,呆小路链（evo=40，属性=草|萌）,707925,6441,0.9098,0.9098,55.7,呼呼猪,是,146,0.0206,2.27
evo_40,呆小路链（evo=40，属性=草|萌）,707925,6441,0.9098,0.9098,55.7,拉特,是,146,0.0206,2.27
evo_40,呆小路链（evo=40，属性=草|萌）,707925,6441,0.9098,0.9098,55.7,粉星仔,是,146,0.0206,2.27
evo_40,呆小路链（evo=40，属性=草|萌）,707925,6441,0.9098,0.9098,55.7,月牙雪熊,是,146,0.0206,2.27
evo_40,呆小路链（evo=40，属性=草|萌）,707925,6441,0.9098,0.9098,55.7,粉粉星,是,146,0.0206,2.27
evo_40,呆小路链（evo=40，属性=草|萌）,707925,6441,0.9098,0.9098,55.7,双灯鱼,是,146,0.0206,2.27
evo_40,呆小路链（evo=40，属性=草|萌）,707925,6441,0.9098,0.9098,55.7,嗜光嗡嗡,是,146,0.0206,2.27
evo_40,呆小路链（evo=40，属性=草|萌）,707925,6441,0.9098,0.9098,55.7,空空颅,是,146,0.0206,2.27
evo_40,呆小路链（evo=40，属性=草|萌）,707925,6441,0.9098,0.9098,55.7,贝瑟,是,146,0.0206,2.27
evo_42,绿耳松鼠链（evo=42，属性=无）,359814,3264,0.9071,0.9071,55.8,绿耳松鼠,否,261688,72.7287,
evo_42,绿耳松鼠链（evo=42，属性=无）,359814,3264,0.9071,0.9071,55.8,果冻,否,32711,9.0911,
evo_42,绿耳松鼠链（evo=42，属性=无）,359814,3264,0.9071,0.9071,55.8,星尘虫,否,32711,9.0911,
evo_42,绿耳松鼠链（evo=42，属性=无）,359814,3264,0.9071,0.9071,55.8,粉星仔,否,1840,0.5114,
evo_42,绿耳松鼠链（evo=42，属性=无）,359814,3264,0.9071,0.9071,55.8,月牙雪熊,否,1840,0.5114,
evo_42,绿耳松鼠链（evo=42，属性=无）,359814,3264,0.9071,0.9071,55.8,粉粉星,否,1840,0.5114,
evo_42,绿耳松鼠链（evo=42，属性=无）,359814,3264,0.9071,0.9071,55.8,双灯鱼,否,1840,0.5114,
evo_42,绿耳松鼠链（evo=42，属性=无）,359814,3264,0.9071,0.9071,55.8,嗜光嗡嗡,否,1840,0.5114,
evo_42,绿耳松鼠链（evo=42，属性=无）,359814,3264,0.9071,0.9071,55.8,柴渣虫,否,1840,0.5114,
evo_42,绿耳松鼠链（evo=42，属性=无）,359814,3264,0.9071,0.9071,55.8,空空颅,否,1840,0.5114,
evo_42,绿耳松鼠链（evo=42，属性=无）,359814,3264,0.9071,0.9071,55.8,贝瑟,否,1840,0.5114,
evo_42,绿耳松鼠链（evo=42，属性=无）,359814,3264,0.9071,0.9071,55.8,大耳帽兜,否,1840,0.5114,
evo_42,绿耳松鼠链（evo=42，属性=无）,359814,3264,0.9071,0.9071,55.8,机械方方,否,1840,0.5114,
evo_42,绿耳松鼠链（evo=42，属性=无）,359814,3264,0.9071,0.9071,55.8,恶魔狼,否,1840,0.5114,
evo_42,绿耳松鼠链（evo=42，属性=无）,359814,3264,0.9071,0.9071,55.8,奇丽草,否,1840,0.5114,
evo_42,绿耳松鼠链（evo=42，属性=无）,359814,3264,0.9071,0.9071,55.8,呼呼猪,否,1840,0.5114,
evo_42,绿耳松鼠链（evo=42，属性=无）,359814,3264,0.9071,0.9071,55.8,拉特,否,1840,0.5114,
evo_42,绿耳松鼠链（evo=42，属性=无）,359814,3264,0.9071,0.9071,55.8,治愈兔,否,1840,0.5114,
evo_42,绿耳松鼠链（evo=42，属性=无）,359814,3264,0.9071,0.9071,55.8,格兰种子,否,1840,0.5114,
evo_42,绿耳松鼠链（evo=42，属性=无）,359814,3264,0.9071,0.9071,55.8,大耳帽兜,是,204,0.0567,6.25
evo_42,绿耳松鼠链（evo=42，属性=无）,359814,3264,0.9071,0.9071,55.8,机械方方,是,204,0.0567,6.25
evo_42,绿耳松鼠链（evo=42，属性=无）,359814,3264,0.9071,0.9071,55.8,恶魔狼,是,204,0.0567,6.25
evo_42,绿耳松鼠链（evo=42，属性=无）,359814,3264,0.9071,0.9071,55.8,奇丽草,是,204,0.0567,6.25
evo_42,绿耳松鼠链（evo=42，属性=无）,359814,3264,0.9071,0.9071,55.8,呼呼猪,是,204,0.0567,6.25
evo_42,绿耳松鼠链（evo=42，属性=无）,359814,3264,0.9071,0.9071,55.8,拉特,是,204,0.0567,6.25
evo_42,绿耳松鼠链（evo=42，属性=无）,359814,3264,0.9071,0.9071,55.8,治愈兔,是,204,0.0567,6.25
evo_42,绿耳松鼠链（evo=42，属性=无）,359814,3264,0.9071,0.9071,55.8,格兰种子,是,204,0.0567,6.25
evo_42,绿耳松鼠链（evo=42，属性=无）,359814,3264,0.9071,0.9071,55.8,粉星仔,是,204,0.0567,6.25
evo_42,绿耳松鼠链（evo=42，属性=无）,359814,3264,0.9071,0.9071,55.8,月牙雪熊,是,204,0.0567,6.25
evo_42,绿耳松鼠链（evo=42，属性=无）,359814,3264,0.9071,0.9071,55.8,粉粉星,是,204,0.0567,6.25
evo_42,绿耳松鼠链（evo=42，属性=无）,359814,3264,0.9071,0.9071,55.8,双灯鱼,是,204,0.0567,6.25
evo_42,绿耳松鼠链（evo=42，属性=无）,359814,3264,0.9071,0.9071,55.8,嗜光嗡嗡,是,204,0.0567,6.25
evo_42,绿耳松鼠链（evo=42，属性=无）,359814,3264,0.9071,0.9071,55.8,柴渣虫,是,204,0.0567,6.25
evo_42,绿耳松鼠链（evo=42，属性=无）,359814,3264,0.9071,0.9071,55.8,空空颅,是,204,0.0567,6.25
evo_42,绿耳松鼠链（evo=42，属性=无）,359814,3264,0.9071,0.9071,55.8,贝瑟,是,204,0.0567,6.25
evo_43,布是石链（evo=43，属性=地）,359815,3260,0.906,0.906,55.8,布是石,否,261688,72.7285,
evo_43,布是石链（evo=43，属性=地）,359815,3260,0.906,0.906,55.8,果冻,否,32711,9.0911,
evo_43,布是石链（evo=43，属性=地）,359815,3260,0.906,0.906,55.8,星尘虫,否,32711,9.0911,
evo_43,布是石链（evo=43，属性=地）,359815,3260,0.906,0.906,55.8,呼呼猪,否,21420,5.9531,
evo_43,布是石链（evo=43，属性=地）,359815,3260,0.906,0.906,55.8,呼呼猪,是,2420,0.6726,74.23
evo_43,布是石链（evo=43，属性=地）,359815,3260,0.906,0.906,55.8,粉星仔,否,535,0.1487,
evo_43,布是石链（evo=43，属性=地）,359815,3260,0.906,0.906,55.8,月牙雪熊,否,535,0.1487,
evo_43,布是石链（evo=43，属性=地）,359815,3260,0.906,0.906,55.8,粉粉星,否,535,0.1487,
evo_43,布是石链（evo=43，属性=地）,359815,3260,0.906,0.906,55.8,双灯鱼,否,535,0.1487,
evo_43,布是石链（evo=43，属性=地）,359815,3260,0.906,0.906,55.8,嗜光嗡嗡,否,535,0.1487,
evo_43,布是石链（evo=43，属性=地）,359815,3260,0.906,0.906,55.8,柴渣虫,否,535,0.1487,
evo_43,布是石链（evo=43，属性=地）,359815,3260,0.906,0.906,55.8,空空颅,否,535,0.1487,
evo_43,布是石链（evo=43，属性=地）,359815,3260,0.906,0.906,55.8,贝瑟,否,535,0.1487,
evo_43,布是石链（evo=43，属性=地）,359815,3260,0.906,0.906,55.8,大耳帽兜,否,535,0.1487,
evo_43,布是石链（evo=43，属性=地）,359815,3260,0.906,0.906,55.8,机械方方,否,535,0.1487,
evo_43,布是石链（evo=43，属性=地）,359815,3260,0.906,0.906,55.8,恶魔狼,否,535,0.1487,
evo_43,布是石链（evo=43，属性=地）,359815,3260,0.906,0.906,55.8,奇丽草,否,535,0.1487,
evo_43,布是石链（evo=43，属性=地）,359815,3260,0.906,0.906,55.8,拉特,否,535,0.1487,
evo_43,布是石链（evo=43，属性=地）,359815,3260,0.906,0.906,55.8,治愈兔,否,535,0.1487,
evo_43,布是石链（evo=43，属性=地）,359815,3260,0.906,0.906,55.8,格兰种子,否,535,0.1487,
evo_43,布是石链（evo=43，属性=地）,359815,3260,0.906,0.906,55.8,大耳帽兜,是,56,0.0156,1.72
evo_43,布是石链（evo=43，属性=地）,359815,3260,0.906,0.906,55.8,机械方方,是,56,0.0156,1.72
evo_43,布是石链（evo=43，属性=地）,359815,3260,0.906,0.906,55.8,恶魔狼,是,56,0.0156,1.72
evo_43,布是石链（evo=43，属性=地）,359815,3260,0.906,0.906,55.8,奇丽草,是,56,0.0156,1.72
evo_43,布是石链（evo=43，属性=地）,359815,3260,0.906,0.906,55.8,拉特,是,56,0.0156,1.72
evo_43,布是石链（evo=43，属性=地）,359815,3260,0.906,0.906,55.8,治愈兔,是,56,0.0156,1.72
evo_43,布是石链（evo=43，属性=地）,359815,3260,0.906,0.906,55.8,格兰种子,是,56,0.0156,1.72
evo_43,布是石链（evo=43，属性=地）,359815,3260,0.906,0.906,55.8,粉星仔,是,56,0.0156,1.72
evo_43,布是石链（evo=43，属性=地）,359815,3260,0.906,0.906,55.8,月牙雪熊,是,56,0.0156,1.72
evo_43,布是石链（evo=43，属性=地）,359815,3260,0.906,0.906,55.8,粉粉星,是,56,0.0156,1.72
evo_43,布是石链（evo=43，属性=地）,359815,3260,0.906,0.906,55.8,双灯鱼,是,56,0.0156,1.72
evo_43,布是石链（evo=43，属性=地）,359815,3260,0.906,0.906,55.8,嗜光嗡嗡,是,56,0.0156,1.72
evo_43,布是石链（evo=43，属性=地）,359815,3260,0.906,0.906,55.8,柴渣虫,是,56,0.0156,1.72
evo_43,布是石链（evo=43，属性=地）,359815,3260,0.906,0.906,55.8,空空颅,是,56,0.0156,1.72
evo_43,布是石链（evo=43，属性=地）,359815,3260,0.906,0.906,55.8,贝瑟,是,56,0.0156,1.72
evo_44,石肤蜥链（evo=44，属性=地）,359815,3260,0.906,0.906,55.8,石肤蜥,否,261688,72.7285,
evo_44,石肤蜥链（evo=44，属性=地）,359815,3260,0.906,0.906,55.8,果冻,否,32711,9.0911,
evo_44,石肤蜥链（evo=44，属性=地）,359815,3260,0.906,0.906,55.8,星尘虫,否,32711,9.0911,
evo_44,石肤蜥链（evo=44，属性=地）,359815,3260,0.906,0.906,55.8,呼呼猪,否,21420,5.9531,
evo_44,石肤蜥链（evo=44，属性=地）,359815,3260,0.906,0.906,55.8,呼呼猪,是,2420,0.6726,74.23
evo_44,石肤蜥链（evo=44，属性=地）,359815,3260,0.906,0.906,55.8,粉星仔,否,535,0.1487,
evo_44,石肤蜥链（evo=44，属性=地）,359815,3260,0.906,0.906,55.8,月牙雪熊,否,535,0.1487,
evo_44,石肤蜥链（evo=44，属性=地）,359815,3260,0.906,0.906,55.8,粉粉星,否,535,0.1487,
evo_44,石肤蜥链（evo=44，属性=地）,359815,3260,0.906,0.906,55.8,双灯鱼,否,535,0.1487,
evo_44,石肤蜥链（evo=44，属性=地）,359815,3260,0.906,0.906,55.8,嗜光嗡嗡,否,535,0.1487,
evo_44,石肤蜥链（evo=44，属性=地）,359815,3260,0.906,0.906,55.8,柴渣虫,否,535,0.1487,
evo_44,石肤蜥链（evo=44，属性=地）,359815,3260,0.906,0.906,55.8,空空颅,否,535,0.1487,
evo_44,石肤蜥链（evo=44，属性=地）,359815,3260,0.906,0.906,55.8,贝瑟,否,535,0.1487,
evo_44,石肤蜥链（evo=44，属性=地）,359815,3260,0.906,0.906,55.8,大耳帽兜,否,535,0.1487,
evo_44,石肤蜥链（evo=44，属性=地）,359815,3260,0.906,0.906,55.8,机械方方,否,535,0.1487,
evo_44,石肤蜥链（evo=44，属性=地）,359815,3260,0.906,0.906,55.8,恶魔狼,否,535,0.1487,
evo_44,石肤蜥链（evo=44，属性=地）,359815,3260,0.906,0.906,55.8,奇丽草,否,535,0.1487,
evo_44,石肤蜥链（evo=44，属性=地）,359815,3260,0.906,0.906,55.8,拉特,否,535,0.1487,
evo_44,石肤蜥链（evo=44，属性=地）,359815,3260,0.906,0.906,55.8,治愈兔,否,535,0.1487,
evo_44,石肤蜥链（evo=44，属性=地）,359815,3260,0.906,0.906,55.8,格兰种子,否,535,0.1487,
evo_44,石肤蜥链（evo=44，属性=地）,359815,3260,0.906,0.906,55.8,大耳帽兜,是,56,0.0156,1.72
evo_44,石肤蜥链（evo=44，属性=地）,359815,3260,0.906,0.906,55.8,机械方方,是,56,0.0156,1.72
evo_44,石肤蜥链（evo=44，属性=地）,359815,3260,0.906,0.906,55.8,恶魔狼,是,56,0.0156,1.72
evo_44,石肤蜥链（evo=44，属性=地）,359815,3260,0.906,0.906,55.8,奇丽草,是,56,0.0156,1.72
evo_44,石肤蜥链（evo=44，属性=地）,359815,3260,0.906,0.906,55.8,拉特,是,56,0.0156,1.72
evo_44,石肤蜥链（evo=44，属性=地）,359815,3260,0.906,0.906,55.8,治愈兔,是,56,0.0156,1.72
evo_44,石肤蜥链（evo=44，属性=地）,359815,3260,0.906,0.906,55.8,格兰种子,是,56,0.0156,1.72
evo_44,石肤蜥链（evo=44，属性=地）,359815,3260,0.906,0.906,55.8,粉星仔,是,56,0.0156,1.72
evo_44,石肤蜥链（evo=44，属性=地）,359815,3260,0.906,0.906,55.8,月牙雪熊,是,56,0.0156,1.72
evo_44,石肤蜥链（evo=44，属性=地）,359815,3260,0.906,0.906,55.8,粉粉星,是,56,0.0156,1.72
evo_44,石肤蜥链（evo=44，属性=地）,359815,3260,0.906,0.906,55.8,双灯鱼,是,56,0.0156,1.72
evo_44,石肤蜥链（evo=44，属性=地）,359815,3260,0.906,0.906,55.8,嗜光嗡嗡,是,56,0.0156,1.72
evo_44,石肤蜥链（evo=44，属性=地）,359815,3260,0.906,0.906,55.8,柴渣虫,是,56,0.0156,1.72
evo_44,石肤蜥链（evo=44，属性=地）,359815,3260,0.906,0.906,55.8,空空颅,是,56,0.0156,1.72
evo_44,石肤蜥链（evo=44，属性=地）,359815,3260,0.906,0.906,55.8,贝瑟,是,56,0.0156,1.72
evo_45,仪使者链（evo=45，属性=地|幻）,707916,6433,0.9087,0.9087,55.7,仪使者,否,514844,72.7267,
evo_45,仪使者链（evo=45，属性=地|幻）,707916,6433,0.9087,0.9087,55.7,果冻,否,64355,9.0908,
evo_45,仪使者链（evo=45，属性=地|幻）,707916,6433,0.9087,0.9087,55.7,星尘虫,否,64355,9.0908,
evo_45,仪使者链（evo=45，属性=地|幻）,707916,6433,0.9087,0.9087,55.7,呼呼猪,否,21968,3.1032,
evo_45,仪使者链（evo=45，属性=地|幻）,707916,6433,0.9087,0.9087,55.7,粉星仔,否,7655,1.0813,
evo_45,仪使者链（evo=45，属性=地|幻）,707916,6433,0.9087,0.9087,55.7,月牙雪熊,否,7655,1.0813,
evo_45,仪使者链（evo=45，属性=地|幻）,707916,6433,0.9087,0.9087,55.7,粉粉星,否,7655,1.0813,
evo_45,仪使者链（evo=45，属性=地|幻）,707916,6433,0.9087,0.9087,55.7,呼呼猪,是,1327,0.1875,20.63
evo_45,仪使者链（evo=45，属性=地|幻）,707916,6433,0.9087,0.9087,55.7,粉星仔,是,1166,0.1647,18.13
evo_45,仪使者链（evo=45，属性=地|幻）,707916,6433,0.9087,0.9087,55.7,月牙雪熊,是,1166,0.1647,18.13
evo_45,仪使者链（evo=45，属性=地|幻）,707916,6433,0.9087,0.9087,55.7,粉粉星,是,1166,0.1647,18.13
evo_45,仪使者链（evo=45，属性=地|幻）,707916,6433,0.9087,0.9087,55.7,双灯鱼,否,1083,0.153,
evo_45,仪使者链（evo=45，属性=地|幻）,707916,6433,0.9087,0.9087,55.7,嗜光嗡嗡,否,1083,0.153,
evo_45,仪使者链（evo=45，属性=地|幻）,707916,6433,0.9087,0.9087,55.7,柴渣虫,否,1083,0.153,
evo_45,仪使者链（evo=45，属性=地|幻）,707916,6433,0.9087,0.9087,55.7,空空颅,否,1083,0.153,
evo_45,仪使者链（evo=45，属性=地|幻）,707916,6433,0.9087,0.9087,55.7,贝瑟,否,1083,0.153,
evo_45,仪使者链（evo=45，属性=地|幻）,707916,6433,0.9087,0.9087,55.7,大耳帽兜,否,1083,0.153,
evo_45,仪使者链（evo=45，属性=地|幻）,707916,6433,0.9087,0.9087,55.7,机械方方,否,1083,0.153,
evo_45,仪使者链（evo=45，属性=地|幻）,707916,6433,0.9087,0.9087,55.7,恶魔狼,否,1083,0.153,
evo_45,仪使者链（evo=45，属性=地|幻）,707916,6433,0.9087,0.9087,55.7,奇丽草,否,1083,0.153,
evo_45,仪使者链（evo=45，属性=地|幻）,707916,6433,0.9087,0.9087,55.7,拉特,否,1083,0.153,
evo_45,仪使者链（evo=45，属性=地|幻）,707916,6433,0.9087,0.9087,55.7,治愈兔,否,1083,0.153,
evo_45,仪使者链（evo=45，属性=地|幻）,707916,6433,0.9087,0.9087,55.7,格兰种子,否,1083,0.153,
evo_45,仪使者链（evo=45，属性=地|幻）,707916,6433,0.9087,0.9087,55.7,大耳帽兜,是,134,0.0189,2.08
evo_45,仪使者链（evo=45，属性=地|幻）,707916,6433,0.9087,0.9087,55.7,机械方方,是,134,0.0189,2.08
evo_45,仪使者链（evo=45，属性=地|幻）,707916,6433,0.9087,0.9087,55.7,恶魔狼,是,134,0.0189,2.08
evo_45,仪使者链（evo=45，属性=地|幻）,707916,6433,0.9087,0.9087,55.7,奇丽草,是,134,0.0189,2.08
evo_45,仪使者链（evo=45，属性=地|幻）,707916,6433,0.9087,0.9087,55.7,拉特,是,134,0.0189,2.08
evo_45,仪使者链（evo=45，属性=地|幻）,707916,6433,0.9087,0.9087,55.7,治愈兔,是,134,0.0189,2.08
evo_45,仪使者链（evo=45，属性=地|幻）,707916,6433,0.9087,0.9087,55.7,格兰种子,是,134,0.0189,2.08
evo_45,仪使者链（evo=45，属性=地|幻）,707916,6433,0.9087,0.9087,55.7,双灯鱼,是,134,0.0189,2.08
evo_45,仪使者链（evo=45，属性=地|幻）,707916,6433,0.9087,0.9087,55.7,嗜光嗡嗡,是,134,0.0189,2.08
evo_45,仪使者链（evo=45，属性=地|幻）,707916,6433,0.9087,0.9087,55.7,柴渣虫,是,134,0.0189,2.08
evo_45,仪使者链（evo=45，属性=地|幻）,707916,6433,0.9087,0.9087,55.7,空空颅,是,134,0.0189,2.08
evo_45,仪使者链（evo=45，属性=地|幻）,707916,6433,0.9087,0.9087,55.7,贝瑟,是,134,0.0189,2.08
evo_46,甜田螺链（evo=46，属性=水|萌）,707926,6441,0.9098,0.9098,55.7,甜田螺,否,514844,72.7257,
evo_46,甜田螺链（evo=46，属性=水|萌）,707926,6441,0.9098,0.9098,55.7,果冻,否,64355,9.0906,
evo_46,甜田螺链（evo=46，属性=水|萌）,707926,6441,0.9098,0.9098,55.7,星尘虫,否,64355,9.0906,
evo_46,甜田螺链（evo=46，属性=水|萌）,707926,6441,0.9098,0.9098,55.7,双灯鱼,否,21929,3.0976,
evo_46,甜田螺链（evo=46，属性=水|萌）,707926,6441,0.9098,0.9098,55.7,大耳帽兜,否,11215,1.5842,
evo_46,甜田螺链（evo=46，属性=水|萌）,707926,6441,0.9098,0.9098,55.7,治愈兔,否,11215,1.5842,
evo_46,甜田螺链（evo=46，属性=水|萌）,707926,6441,0.9098,0.9098,55.7,双灯鱼,是,1686,0.2382,26.18
evo_46,甜田螺链（evo=46，属性=水|萌）,707926,6441,0.9098,0.9098,55.7,大耳帽兜,是,1565,0.2211,24.3
evo_46,甜田螺链（evo=46，属性=水|萌）,707926,6441,0.9098,0.9098,55.7,治愈兔,是,1565,0.2211,24.3
evo_46,甜田螺链（evo=46，属性=水|萌）,707926,6441,0.9098,0.9098,55.7,粉星仔,否,1044,0.1475,
evo_46,甜田螺链（evo=46，属性=水|萌）,707926,6441,0.9098,0.9098,55.7,月牙雪熊,否,1044,0.1475,
evo_46,甜田螺链（evo=46，属性=水|萌）,707926,6441,0.9098,0.9098,55.7,粉粉星,否,1044,0.1475,
evo_46,甜田螺链（evo=46，属性=水|萌）,707926,6441,0.9098,0.9098,55.7,嗜光嗡嗡,否,1044,0.1475,
evo_46,甜田螺链（evo=46，属性=水|萌）,707926,6441,0.9098,0.9098,55.7,柴渣虫,否,1044,0.1475,
evo_46,甜田螺链（evo=46，属性=水|萌）,707926,6441,0.9098,0.9098,55.7,空空颅,否,1044,0.1475,
